X1,CaseID,Response_Legal,OpenEnd_Legal,Coded_Legal,Response_Medical,OpenEnd_Medical,Coded_Medical_A,Coded_Medical_B,weight1,weight2,weight3,tm_start,tm_finish,duration,XSPANISH,XPRIMELAN,XLANG,Order_Q9_Q10_First,Order_Q9_Q10_Second,DOV_Q14_More,DOV_Q14_Fewer,DOV_Q14_About,DOV_Q14_Havent,DOV_Q57a,Order_Q20_Q22_First,Order_Q20_Q22_Second,Order_Q20_Q22_Third,DOV_Q20_E,DOV_Q20_F,Order_Q20_a,Order_Q20_b,Order_Q20_c,Order_Q20_d,Order_Q20_e,Order_Q20_f,DOV_Q21_E,DOV_Q21_F,Order_Q21_a,Order_Q21_b,Order_Q21_c,Order_Q21_d,Order_Q21_e,Order_Q21_f,DOV_Q22_E,DOV_Q22_F,Order_Q22_a,Order_Q22_b,Order_Q22_c,Order_Q22_d,Order_Q22_e,Order_Q22_f,Order_Q29_Q30_First,Order_Q29_Q30_Second,Order_Q36A_Q36B_First,Order_Q36A_Q36B_Second,Order_Q38A_Q38B_First,Order_Q38A_Q38B_Second,Order_Q41A_Q41B_First,Order_Q41A_Q41B_Second,Order_Q49_Q57_A,Order_Q49_Q57_E,Order_Q49_Q57_G,Order_Q49_Q57_H,Order_Q49_Q57_I,Q2,Q4A,Q5,Q9a,Q9b,Q9c,Q9e,Q9f,Q9g,Q9h,Q9i,Q10a,Q10b,Q10c,Q10e,Q10f,Q10g,Q10h,Q10i,Q11,Q12,Q14,Q15,Q17,Q18,Q20,Q21,Q22,Q27,Q29,Q30,Q32B,Q33B,Q34,Q35,Q36A,Q36B,Q37,Q38A,Q38B,Q39,Q41A,Q41B,Q42,Q43,Q44,Q44A,Q44A1,Q45,Q46,Q47,Q48B,Q48b1,Q49_A,Q50_A,Q51_A,Q52_A,Q53_A,Q54_A,Q55_A,Q56_A,Q49_E,Q50_E,Q51_E,Q52_E,Q55_E,Q56_E,Q57a_E,Q57b_E,Q49_G,Q50_G,Q51_G,Q52_G,Q55_G,Q56_G,Q57a_G,Q57b_G,Q49_H,Q50_H,Q51_H,Q52_H,Q55_H,Q56_H,Q57a_H,Q57b_H,Q49_I,Q51_I,Q50_I,Q52_I,Q55_I,Q56_I,Q57a_I,Q57b_I,Q58A,Q58C,Q59A_1,Q59A_2,Q59A_3,Q59A_4,Q59A_5,Q59A_6,Q59A_7,Q59A_8,Q59A_9,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,PPRACEM,pppa0197,pppa0012
24,27,1,i would be willing to do anything to help with reserch,research,1,NA,"NA",NA,6.2,2.41,5.38,3/25/11 23:29,3/25/11 23:40,10,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,1,0,4,2,5,3,1,NA,1,0,4,5,3,1,2,NA,0,1,3,1,2,4,NA,5,2,1,1,2,1,2,2,1,4,5,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,6,6,6,3,4,4,2,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,NA,3,4,3,1,i would be willing to do anything to help with reserch,2,2,2,2,2,2,3,3,2,2,2,2,3,3,NA,1,2,2,2,2,4,4,NA,4,2,1,1,1,3,3,NA,1,1,2,NA,2,3,3,NA,1,2,2,0,0,1,0,0,0,0,1,0,26,2,1,8,1,1,1,1,5,2,6,5,0,1,2,2,21,0,0,0,0,5,2,1,1,1,4
25,28,2,Feel that it serves a purpose,general,3,feel like that is infringing on my privacy,privacy,NA,0.2,0.36,0.36,3/25/11 23:30,3/26/11 0:32,62,1,1,5,1,2,NA,NA,NA,NA,1,2,3,1,1,0,4,5,3,1,2,NA,0,1,3,1,2,4,NA,5,1,0,2,5,3,1,4,NA,1,2,2,1,2,1,1,2,3,4,5,1,2,5,2,2,2,2,1,2,3,3,2,3,2,2,2,3,3,3,3,3,2,2,NA,NA,NA,NA,3,3,2,3,4,1,2,2,2,2,2,2,2,3,2,2,2,2,4,3,3,3,feel like that is infringing on my privacy,3,2,3,2,Feel that it serves a purpose,2,4,2,3,3,3,2,3,2,2,2,3,2,2,3,NA,3,2,3,3,2,2,3,NA,2,3,2,3,2,2,2,NA,2,3,NA,3,3,3,3,NA,2,2,0,1,0,0,1,0,0,0,0,21,1,1,10,3,4,1,1,4,1,15,5,1,4,9,1,93,0,0,0,0,4,1,1,4,1,2
26,29,1,to prove my innocense or their guild,interest,1,for the better of the human race.  To prolong loved ones from dying sooner.,value,interest,0.04,0.52,0.03,3/25/11 23:32,3/25/11 23:51,18,1,5,8,1,2,NA,NA,NA,NA,1,3,1,2,0,1,3,1,2,4,NA,5,1,0,2,5,3,1,4,NA,1,0,4,1,3,2,5,NA,2,1,1,2,1,2,2,1,2,3,4,5,1,4,4,2,1,1,1,1,1,3,3,3,1,1,1,2,1,3,3,3,4,2,NA,NA,NA,NA,3,3,2,1,2,2,1,2,4,4,1,1,4,3,2,3,1,1,4,3,3,1,for the better of the human race.  To prolong loved ones from dying sooner.,4,1,3,1,to prove my innocense or their guild,1,3,3,3,2,2,3,3,1,3,3,3,3,3,3,NA,1,2,2,3,3,3,3,NA,1,2,2,2,3,3,3,NA,1,3,NA,3,3,3,3,NA,2,2,0,1,1,0,0,0,0,0,0,42,3,2,10,3,5,2,0,3,1,9,5,1,3,5,1,59,0,0,1,0,2,1,1,6,1,4
27,30,2,NA,"NA",3,I dont want to feel like they are testing my body.,privacy,NA,2.3,0.89,2,3/25/11 23:33,3/28/11 23:57,4344,1,5,8,1,2,NA,NA,NA,NA,1,1,2,3,1,0,2,5,3,1,4,NA,1,0,4,1,3,2,5,NA,0,1,3,2,4,1,NA,5,1,2,2,1,2,1,1,2,1,2,3,4,5,3,3,2,2,2,1,2,2,3,3,3,2,2,1,2,2,3,3,3,3,2,NA,NA,NA,NA,3,4,1,1,3,1,3,2,4,3,2,2,2,3,3,3,1,1,4,2,2,3,I dont want to feel like they are testing my body.,3,2,2,2,NA,2,4,4,4,3,3,1,1,3,2,3,4,2,1,3,NA,3,2,3,3,3,1,2,NA,2,3,3,3,2,1,2,NA,1,3,NA,3,2,1,3,NA,2,1,0,0,1,0,0,0,0,0,0,19,1,1,9,2,1,2,0,8,1,9,1,0,3,6,1,61,0,0,2,1,5,1,0,1,1,5
28,31,-1,NA,"NA",-1,NA,"NA",NA,0.19,0.34,0.34,3/25/11 23:33,3/25/11 23:46,12,1,2,3,1,2,NA,NA,NA,NA,0,2,3,1,1,0,4,1,3,2,5,NA,0,1,3,2,4,1,NA,5,1,0,2,5,1,4,3,NA,2,1,1,2,1,2,2,1,1,2,3,4,5,5,4,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2,NA,NA,NA,NA,3,3,3,3,4,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,4,-1,-1,-1,NA,-1,-1,-1,-1,NA,2,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,3,3,-1,-1,-1,NA,-1,-1,3,3,-1,-1,-1,NA,-1,-1,3,NA,-1,-1,-1,NA,-1,-1,-1,0,1,0,0,0,0,0,0,0,62,5,4,14,4,4,2,1,2,1,15,1,1,2,4,1,42,0,0,0,0,2,1,1,1,1,6
29,32,3,NA,"NA",3,NA,"NA",NA,0.92,1.71,0.8,3/25/11 23:34,3/25/11 23:40,6,1,5,8,1,2,NA,NA,NA,NA,0,3,1,2,0,1,3,2,4,1,NA,5,1,0,2,5,1,4,3,NA,1,0,3,4,2,5,1,NA,1,2,2,1,2,1,1,2,5,1,2,3,4,5,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,NA,NA,NA,NA,6,6,6,3,4,4,2,2,2,3,3,2,3,3,3,2,3,3,3,3,2,3,NA,4,3,2,3,NA,2,3,3,4,3,3,3,3,3,3,3,3,3,3,NA,3,2,3,3,3,3,3,NA,3,3,4,4,4,3,3,NA,3,2,3,NA,3,3,3,NA,3,2,2,0,0,0,0,1,0,0,0,0,39,3,2,12,4,3,2,0,1,1,9,1,1,3,5,1,56,0,0,0,0,1,4,0,4,2,5
30,33,2,ifitwouldhelp,indeterminate willing,2,ifitwouldhelp,value,NA,3.73,1.45,3.24,3/25/11 23:36,3/26/11 0:18,42,1,5,8,1,2,NA,NA,NA,NA,1,1,2,3,1,0,2,5,1,4,3,NA,1,0,3,4,2,5,1,NA,0,1,4,3,1,5,NA,2,2,1,1,2,1,2,2,1,5,1,2,3,4,3,2,2,1,1,1,2,1,2,2,3,1,1,1,2,2,2,3,3,2,2,NA,NA,NA,NA,4,5,3,1,3,1,1,3,2,2,2,1,3,2,3,3,4,1,3,2,3,2,ifitwouldhelp,1,2,2,2,ifitwouldhelp,3,4,4,4,4,4,4,4,1,3,3,2,1,1,3,NA,1,1,3,3,1,-1,3,NA,2,2,3,3,-1,2,3,NA,1,2,NA,2,1,2,3,NA,2,1,0,1,1,0,0,0,0,0,0,71,6,4,7,1,1,2,1,1,1,8,1,1,3,7,3,71,0,0,0,0,1,5,0,1,1,6
31,34,4,privacy,privacy,4,privacy,privacy,NA,2.38,0.93,2.07,3/25/11 23:36,3/25/11 23:47,11,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,1,0,3,4,2,5,1,NA,0,1,4,3,1,5,NA,2,1,0,4,3,2,5,1,NA,1,2,2,1,2,1,1,2,4,5,1,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,NA,NA,NA,NA,1,1,1,1,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,-1,-1,4,privacy,4,2,3,4,privacy,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,NA,2,3,4,3,3,3,3,NA,2,3,3,3,3,3,3,NA,-1,-1,NA,-1,-1,-1,-1,NA,2,2,1,0,0,0,0,0,0,0,0,23,1,1,12,4,1,1,0,4,1,16,5,1,3,5,1,59,0,0,0,0,4,1,1,1,1,6
32,35,3,because their has being so many mistakes in dna labs,mistrust,3,i dont what its being use for,need more information,NA,0.75,1.6,0.65,3/25/11 23:36,3/26/11 0:00,24,1,5,8,1,2,2,1,3,4,1,1,2,3,0,1,4,3,1,5,NA,2,1,0,4,3,2,5,1,NA,1,0,5,4,1,2,3,NA,1,2,2,1,2,1,1,2,3,4,5,1,2,1,2,1,1,2,1,1,1,3,2,3,1,3,1,1,1,2,3,3,1,1,1,2,2,2,1,6,3,1,3,2,2,3,4,2,1,1,2,3,2,2,2,4,3,2,2,3,i dont what its being use for,2,2,2,3,because their has being so many mistakes in dna labs,2,3,4,4,3,3,4,4,2,3,4,2,3,3,3,NA,2,3,4,3,3,1,3,NA,2,2,2,1,1,3,3,NA,2,2,NA,3,3,3,3,NA,1,1,0,1,1,0,0,0,0,0,0,52,4,3,8,1,2,2,1,2,1,11,1,1,3,7,2,74,0,0,1,0,1,4,1,2,1,2
33,36,1,NA,"NA",1,NA,"NA",NA,4.6,1.79,3.99,3/25/11 23:37,3/26/11 0:32,54,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,1,0,4,3,2,5,1,NA,1,0,5,4,1,2,3,NA,0,1,5,1,2,4,NA,3,1,2,2,1,2,1,1,2,3,4,5,1,2,3,2,2,1,1,1,1,2,1,2,3,1,1,1,2,1,2,2,3,3,2,NA,NA,NA,NA,4,4,3,1,3,1,2,4,2,4,4,2,4,2,2,4,2,1,3,2,2,1,NA,2,2,4,1,NA,1,2,2,-1,2,1,4,4,1,2,2,2,4,4,NA,3,1,2,2,2,4,4,NA,3,1,2,2,4,4,3,NA,3,1,2,NA,1,4,3,NA,3,2,2,0,0,1,0,0,0,0,0,0,51,4,3,9,2,1,2,1,1,1,5,6,1,3,5,2,59,0,0,0,0,1,1,1,1,1,3
34,37,3,"Because they would be taking for no reason, then they would keep it on file for life and keep building a data base that would one day be used for the wrong reasons. A convicted felon should have to give it.",mistrust,4,I do not beleive the government acts in the best interest of the people.  Look at many cases over the years (std to black men). Private research because finding a cure will pay.,mistrust,NA,1.18,0.46,1.02,3/25/11 23:37,3/25/11 23:57,20,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,1,0,5,4,1,2,3,NA,0,1,5,1,2,4,NA,3,1,0,5,4,3,1,2,NA,2,1,1,2,1,2,2,1,2,3,4,5,1,4,3,2,1,1,1,1,2,2,2,3,1,1,1,1,3,2,2,3,2,2,NA,NA,NA,NA,3,3,3,1,3,1,2,4,3,4,4,4,3,3,2,1,1,1,3,3,4,4,I do not beleive the government acts in the best interest of the people.  Look at many cases over the years (std to black men). Private research because finding a cure will pay.,2,2,2,3,"Because they would be taking for no reason, then they would keep it on file for life and keep building a data base that would one day be used for the wrong reasons. A convicted felon should have to give it.",2,2,3,3,3,1,4,4,1,1,3,2,4,2,4,NA,2,2,4,3,4,2,4,NA,2,2,4,3,4,2,4,NA,1,1,NA,2,3,2,4,NA,2,2,0,1,1,0,0,0,0,0,0,40,3,2,12,4,1,1,1,3,1,18,1,1,3,6,1,62,0,1,0,0,2,2,1,1,1,4
35,38,1,to help eliminate innocent people from being charged with crimes they did not committ.,trust,1,To help if it would lead to helping other people medically in the future.,value,NA,0.11,0.2,0.2,3/25/11 23:38,3/26/11 0:01,22,1,1,4,1,2,NA,NA,NA,NA,1,3,1,2,0,1,5,1,2,4,NA,3,1,0,5,4,3,1,2,NA,1,0,1,3,4,2,5,NA,1,2,2,1,2,1,1,2,1,2,3,4,5,5,3,2,1,1,1,1,2,1,2,3,1,1,1,1,2,1,2,3,3,2,NA,NA,NA,NA,3,4,3,1,1,2,2,3,2,3,3,2,2,1,1,1,1,1,4,2,2,1,To help if it would lead to helping other people medically in the future.,2,1,2,1,to help eliminate innocent people from being charged with crimes they did not committ.,2,2,2,2,2,2,3,3,1,2,2,2,3,3,3,NA,1,2,2,3,1,2,3,NA,1,1,2,1,3,3,3,NA,1,3,NA,1,3,3,3,NA,1,1,0,1,1,1,0,0,0,0,0,52,4,3,8,1,4,1,1,7,1,11,6,1,4,9,1,93,0,0,1,2,4,1,1,NA,1,4
36,39,4,NA,"NA",4,NA,"NA",NA,0.21,0.37,0.37,3/25/11 23:38,3/25/11 23:49,11,1,3,2,1,2,NA,NA,NA,NA,1,1,2,3,1,0,5,4,3,1,2,NA,1,0,1,3,4,2,5,NA,0,1,3,1,2,5,NA,4,2,1,1,2,1,2,2,1,1,2,3,4,5,5,4,2,1,2,2,3,1,2,2,2,2,2,2,1,1,2,2,2,3,2,NA,NA,NA,NA,3,2,3,3,4,4,3,3,1,2,2,2,2,2,2,3,2,2,4,4,4,4,NA,4,4,4,4,NA,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,NA,3,4,4,4,1,3,3,NA,3,4,4,4,-1,4,4,NA,3,4,NA,4,4,4,3,NA,2,1,1,0,0,0,0,0,0,0,0,27,2,1,9,2,4,2,0,4,1,10,1,1,4,9,2,93,1,1,0,0,2,7,1,1,2,6
37,40,2,might help an innocent person,trust,1,Might help with finding out why some people get diseases and others don't,value,NA,1.94,0.76,1.69,3/25/11 23:38,3/25/11 23:51,12,1,5,8,1,2,NA,NA,NA,NA,0,2,3,1,1,0,1,3,4,2,5,NA,0,1,3,1,2,5,NA,4,1,0,1,4,5,3,2,NA,1,2,2,1,2,1,1,2,5,1,2,3,4,3,2,2,1,2,1,2,2,2,1,3,1,1,1,1,2,2,1,3,2,2,NA,NA,NA,NA,4,3,2,1,2,1,1,3,1,3,4,1,1,2,1,4,1,1,2,1,4,1,Might help with finding out why some people get diseases and others don't,1,2,2,2,might help an innocent person,3,1,4,4,3,3,3,3,1,1,3,3,1,3,NA,3,1,1,3,4,1,2,NA,1,1,1,3,4,1,2,NA,1,1,1,NA,1,3,3,NA,1,1,1,0,1,1,0,0,0,0,0,0,18,1,1,9,2,1,2,0,3,1,16,5,1,2,3,1,34,0,0,0,1,2,4,1,1,1,6
38,41,4,Why should I participate when I haven't committed any crime whatsoever,interest,3,I don't want to find out about things that can happen to me due to my genes,interest,NA,1.09,2.31,0.94,3/25/11 23:38,4/2/11 3:52,10333,1,5,8,1,2,NA,NA,NA,NA,0,3,1,2,0,1,3,1,2,5,NA,4,1,0,1,4,5,3,2,NA,1,0,2,1,4,5,3,NA,2,1,1,2,1,2,2,1,5,1,2,3,4,3,2,2,2,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,NA,NA,NA,NA,3,2,2,1,4,1,1,4,4,1,1,2,2,3,2,4,1,1,2,2,1,3,I don't want to find out about things that can happen to me due to my genes,4,1,1,4,Why should I participate when I haven't committed any crime whatsoever,1,2,2,4,1,2,2,1,3,3,3,4,2,1,NA,2,2,2,2,4,2,1,NA,2,2,2,2,4,3,3,NA,1,1,2,NA,2,3,3,NA,1,2,2,1,0,0,0,0,0,0,0,0,29,2,1,12,4,2,1,1,3,3,3,4,1,1,2,2,21,0,0,0,0,3,4,1,2,2,4
39,42,2,to help the innocent and convict the guilty,justice,1,to help the world,value,NA,0.12,1.63,0.11,3/25/11 23:39,3/26/11 0:37,58,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,1,0,1,4,5,3,2,NA,1,0,2,1,4,5,3,NA,0,1,4,3,5,2,NA,1,1,2,2,1,2,1,1,2,4,5,1,2,3,4,4,2,1,1,1,1,2,2,2,3,1,1,1,1,3,3,2,3,4,2,NA,NA,NA,NA,4,3,1,1,3,2,2,2,3,2,-1,2,2,2,2,2,1,1,4,4,-1,1,to help the world,4,1,3,2,to help the innocent and convict the guilty,2,2,2,2,2,3,3,3,-1,2,2,3,4,4,NA,3,1,1,2,-1,2,1,NA,-1,2,2,2,-1,3,1,NA,3,1,2,NA,2,3,3,NA,3,2,1,0,1,1,0,0,0,0,0,0,19,1,1,10,3,5,2,0,4,1,17,5,1,4,9,1,93,0,0,0,0,4,4,1,6,1,2
40,43,1,Improves justice system,trust,1,Advances knowledge,scientific knowledge,NA,0.36,0.64,0.64,3/25/11 23:40,3/25/11 23:57,17,1,2,4,1,2,NA,NA,NA,NA,1,2,3,1,1,0,2,1,4,5,3,NA,0,1,4,3,5,2,NA,1,0,1,5,2,4,3,NA,1,2,1,1,2,1,2,2,1,4,5,1,2,3,4,2,2,1,2,1,2,2,1,2,3,1,3,3,3,3,3,3,3,4,2,NA,NA,NA,NA,1,1,2,1,3,1,2,2,3,3,4,1,1,1,1,3,1,1,3,1,4,1,Advances knowledge,3,1,3,1,Improves justice system,1,2,2,2,1,3,2,1,1,2,3,2,2,1,3,NA,1,1,2,2,2,1,3,NA,1,2,3,2,2,1,3,NA,1,2,NA,2,2,1,3,NA,2,1,0,1,1,0,0,0,0,0,0,65,6,4,12,4,4,2,1,2,1,19,1,1,3,7,1,74,0,0,0,0,2,1,1,1,1,3
41,44,1,I would be willing to only in cases where i am charged for a crime and i want to prove my innocence,interest,2,"Because the bigger the sample size, the more accurate the results of the research will turn out",sampling,NA,0.66,1.22,0.57,3/25/11 23:40,3/26/11 0:16,35,1,5,8,1,2,NA,NA,NA,NA,1,3,1,2,0,1,4,3,5,2,NA,1,0,1,5,2,4,3,NA,1,1,0,1,2,3,4,5,NA,1,2,2,1,2,1,1,2,3,4,5,1,2,3,4,2,1,2,1,3,2,3,3,3,1,1,1,2,3,3,3,3,3,2,NA,NA,NA,NA,3,3,3,1,1,1,1,4,4,4,4,1,3,2,2,2,1,1,3,2,1,2,"Because the bigger the sample size, the more accurate the results of the research will turn out",1,1,1,1,I would be willing to only in cases where i am charged for a crime and i want to prove my innocence,1,1,4,4,2,2,2,2,1,1,3,4,2,2,1,NA,1,2,2,2,2,2,1,NA,1,1,2,4,2,2,1,NA,2,2,NA,2,2,2,1,NA,2,1,0,1,1,1,0,0,0,0,0,33,2,2,13,4,3,1,1,2,3,12,1,1,2,3,2,33,0,0,0,0,2,1,1,4,2,2
42,45,2,To make sure justice is served.,justice,3,NA,"NA",NA,0.12,0.23,0.11,3/25/11 23:41,3/25/11 23:53,12,1,5,8,1,2,NA,NA,NA,NA,1,1,2,3,0,1,5,2,4,3,NA,1,1,0,1,2,3,4,5,NA,0,1,4,3,1,5,NA,2,2,1,1,2,1,2,2,1,2,3,4,5,1,5,4,2,1,3,1,2,2,2,2,3,1,3,1,2,2,2,2,3,4,2,NA,NA,NA,NA,4,4,2,1,3,1,3,3,3,3,3,3,3,3,2,2,2,2,4,3,3,3,NA,4,2,2,2,To make sure justice is served.,1,2,2,2,2,2,2,4,1,2,2,2,4,4,3,NA,1,2,2,2,3,3,3,NA,1,2,2,2,4,4,3,NA,1,2,NA,2,2,1,3,NA,1,1,0,1,1,0,1,0,0,0,0,34,2,2,12,4,3,2,1,5,1,15,1,1,4,9,1,93,0,2,1,0,2,7,1,4,1,5
43,46,4,do not know enough about it,need more information,4,do not know enough about it,need more information,NA,0.18,0.38,0.15,3/25/11 23:41,3/25/11 23:51,9,1,5,8,1,2,NA,NA,NA,NA,0,2,3,1,1,0,1,2,3,4,5,NA,0,1,4,3,1,5,NA,2,0,1,2,5,1,3,NA,4,1,2,2,1,2,1,1,2,1,2,3,4,5,5,4,2,1,1,1,1,1,3,3,1,2,2,2,2,2,3,3,2,4,2,NA,NA,NA,NA,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,do not know enough about it,4,4,4,4,do not know enough about it,3,4,4,4,4,4,4,4,3,4,4,4,4,4,NA,4,3,4,4,4,4,4,NA,4,3,4,4,4,4,4,NA,4,3,4,NA,4,4,4,NA,4,2,2,1,0,0,0,0,0,0,0,0,54,4,3,10,3,2,2,1,5,1,13,1,1,3,7,1,74,0,0,0,0,5,4,1,2,1,7
44,47,1,help police,trust,1,science research,scientific knowledge,NA,2.81,1.09,2.44,3/25/11 23:41,3/26/11 0:06,24,1,5,8,1,2,NA,NA,NA,NA,0,3,1,2,0,1,4,3,1,5,NA,2,0,1,2,5,1,3,NA,4,1,0,4,2,5,3,1,NA,2,1,1,2,1,2,2,1,1,2,3,4,5,5,3,2,1,1,1,2,2,1,2,3,1,1,1,3,2,2,2,3,2,2,NA,NA,NA,NA,2,2,2,1,3,1,2,3,4,4,2,2,4,3,2,4,1,1,4,2,1,1,science research,3,2,2,1,help police,2,2,3,4,2,2,2,2,1,2,3,4,2,2,NA,3,2,2,3,4,2,2,NA,3,2,2,3,4,2,2,NA,3,1,2,NA,2,2,2,NA,3,2,1,0,0,1,0,0,0,0,0,0,69,6,4,14,4,1,1,1,2,1,17,1,1,4,9,1,93,0,0,0,0,2,5,1,1,1,4
45,48,1,"I have nothing to hide, so why would I not be willing to?",trust,1,It might help my kids and grandson in the future if they got seriously ill.,interest,NA,4.31,1.68,3.75,3/25/11 23:42,3/26/11 0:02,20,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,0,1,2,5,1,3,NA,4,1,0,4,2,5,3,1,NA,0,1,1,2,4,5,NA,3,1,2,2,1,2,1,1,2,5,1,2,3,4,3,2,2,1,1,1,2,2,1,2,3,1,1,1,2,2,1,2,3,2,2,NA,NA,NA,NA,4,4,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,It might help my kids and grandson in the future if they got seriously ill.,1,1,1,1,"I have nothing to hide, so why would I not be willing to?",2,2,2,2,1,2,2,1,1,1,2,1,3,3,NA,1,1,2,2,1,3,3,NA,1,1,1,2,1,2,2,NA,1,1,1,NA,1,2,2,NA,1,2,1,0,1,1,0,0,0,0,0,0,60,5,4,9,2,1,2,1,4,1,14,2,1,4,9,1,93,0,1,0,0,3,1,1,1,1,4
46,49,2,assist in a crime but not for anything else,need more information,4,nothing,XX,NA,0.1,1.35,0.09,3/25/11 23:42,3/26/11 0:01,19,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,1,0,4,2,5,3,1,NA,0,1,1,2,4,5,NA,3,0,1,3,2,5,4,NA,1,2,1,1,2,1,2,2,1,5,1,2,3,4,3,2,2,1,1,1,2,2,2,2,2,1,1,1,2,3,3,3,2,2,2,NA,NA,NA,NA,3,6,6,1,1,1,2,4,3,3,4,2,3,3,2,3,4,4,2,3,2,4,nothing,2,2,2,2,assist in a crime but not for anything else,3,4,4,4,4,4,2,2,2,2,2,2,2,2,3,NA,2,2,3,2,2,2,3,NA,2,2,-1,2,2,2,3,NA,2,2,NA,2,1,1,3,NA,2,1,0,1,1,1,0,0,0,0,0,42,3,2,11,3,5,1,1,3,1,12,1,1,1,1,1,11,1,0,0,0,2,1,1,6,1,7
47,50,1,NA,"NA",2,NA,"NA",NA,0.69,1.27,0.6,3/25/11 23:42,3/25/11 23:57,14,1,5,8,1,2,NA,NA,NA,NA,1,3,1,2,0,1,1,2,4,5,NA,3,0,1,3,2,5,4,NA,1,1,0,5,3,2,1,4,NA,1,2,2,1,2,1,1,2,4,5,1,2,3,4,3,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,2,3,2,NA,NA,NA,NA,4,4,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,NA,2,2,-1,1,NA,3,2,2,2,2,2,4,4,2,2,2,2,3,3,3,NA,2,2,2,2,4,3,3,NA,2,3,2,2,4,3,3,NA,1,2,NA,2,3,3,1,NA,-1,1,0,1,0,0,0,0,0,0,0,68,6,4,11,3,3,1,1,1,1,11,3,1,4,9,1,95,0,0,0,0,1,5,1,4,1,6
48,51,2,NA,"NA",2,NA,"NA",NA,0.74,1.57,0.64,3/25/11 23:42,3/26/11 0:09,27,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,0,1,3,2,5,4,NA,1,1,0,5,3,2,1,4,NA,0,1,5,3,2,1,NA,4,2,1,1,2,1,2,2,1,4,5,1,2,3,3,3,2,1,3,1,-1,2,3,3,3,2,2,1,2,1,3,-1,3,4,2,NA,NA,NA,NA,1,4,1,3,4,4,2,2,2,4,4,2,4,3,2,4,1,2,4,2,3,2,NA,3,2,3,2,NA,2,3,3,2,4,4,4,4,2,2,2,2,4,3,NA,3,2,3,3,2,4,4,NA,3,2,2,2,3,4,4,NA,3,2,2,NA,2,4,4,NA,3,2,2,0,1,1,0,0,0,0,1,0,46,4,3,9,2,2,2,1,1,1,7,5,1,3,5,2,54,0,0,0,0,1,1,1,2,1,5
49,52,1,There is no reason not to that I can see,trust,1,"Interesting surveythank you",XX,NA,2.28,0.89,1.98,3/25/11 23:42,3/25/11 23:55,12,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,1,0,5,3,2,1,4,NA,0,1,5,3,2,1,NA,4,0,1,4,1,2,5,NA,3,1,2,2,1,2,1,1,2,3,4,5,1,2,4,3,2,1,1,1,1,3,1,1,3,1,2,1,2,2,2,2,2,4,2,NA,NA,NA,NA,4,4,1,1,4,1,1,1,2,2,2,1,2,2,2,2,2,1,3,2,2,1,"Interesting survey
thank you",1,1,1,1,There is no reason not to that I can see,1,1,1,2,1,2,2,1,1,2,2,2,2,2,3,NA,1,1,2,2,2,1,3,NA,1,2,2,3,2,1,3,NA,1,2,NA,2,2,3,3,NA,1,1,0,1,1,1,0,1,0,0,0,57,5,3,11,3,1,2,1,2,1,13,1,1,3,5,1,59,0,0,0,0,2,1,1,1,1,3
