X1,CaseID,Response_Legal,OpenEnd_Legal,Coded_Legal,Response_Medical,OpenEnd_Medical,Coded_Medical_AB,Coded_Medical,weight1,weight2,tm_start,tm_finish,duration,XSPANISH,XHISPAN,XGenes,DOV_ACSLANG,Q2,DOV_ORDER_Q9_Q10,DOV_ORDER_Q9,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q27,DOV_ORDER_Q29_Q30,Q29,Q30,Q42,Q43,Q44,Q44a,Q44a1,Q45,Q46,Q47,Q48B,Q48b1,DOV_ORDER_Q49,Q49_A,Q49_B,Q49_G,Q49_H,Q49_I,Q50_A,Q50_B,Q50_G,Q50_H,Q51_A,Q51_B,Q51_G,Q51_H,Q51_I,Q52_A,Q52_B,Q52_G,Q52_H,Q52_I,Q53,Q54,DOV_ORDER_Q1_New,Q1_New_1,Q1_New_2,Q1_New_3,Q1_New_4,Q1_New_5,Q1_New_6,Q1_New_7,Q1_New_8,DOV_ORDER_Q2_New,Q2_New_1,Q2_New_2,Q2_New_3,Q2_New_4,Q2_New_5,Q2_New_6,Q3_New,Q3A_New,Q4_New,Q5_New,Q5B_New_1,Q5B_New_2,Q5B_New_3,Q5B_New_Refused,DOV_ORDER_Q6_New,Q6_New_1,Q6_New_2,Q6_New_3,Q6_New_4,Q6_New_5,Q6_New_6,DOV_ORDER_Q7_New,Q7_New_1,Q7_New_2,Q7_New_3,Q7_New_4,Q7_New_5,Q7_New_6,Q8_New,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,race1,race2,race3,race4,race5,race6,race7,race8,race9,race10,race11,race12,race13,race14,race15,partyid7,ppp10012,pph10001,pph1acid,pph1adhd,pph1brea,pph1canc,pph1pain,pph1diab,pph1eyed,pph1gastr,pph1hatk,pph1hepc,pph1hype,pph1chol,pph1aids,pph1kidn,pph1meno,pph1ms,pph1liver,pph1osar,pph1oste,pph1psor,pph1pah,pph1arth,pph1alle,pph1sexd,pph1inso,pph1stro,pph1ufib,pph1none,pppa1690
27,29,4,I do not want my DNA information in a database with law enforcement. The thought does not sit well with me.,mistrust,3,I couldn't be sure of it's anonymity. It could be used in a way I do not agree with.,Coded_Medical_A,mistrust,0.3877,1.2444,9/23/17,10/7/17,20237,1,1,1,5,5,"Q10,Q9",NA,1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,3,1,"Q29,Q30",1,1,4,2,1,3,NA,2,1,2,4,NA,NA,1,1,3,1,1,2,1,4,2,4,3,4,2,2,4,2,4,4,2,1,1,NA,2,2,5,3,5,5,4,4,NA,3,1,2,1,2,2,3,NA,1,2,1,0,0,0,NA,1,2,4,4,2,5,NA,2,1,1,1,2,2,2,35,3,2,12,4,3,2,1,3,1,18,1,1,4,9,1,93,0,1,0,0,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
28,30,2,NA,"NA",1,it helps human being,Coded_Medical_A,value,0.1202,0.3856,9/23/17,9/23/17,17,1,1,1,5,5,"Q10,Q9",NA,2,2,1,2,1,2,2,3,2,2,1,2,1,2,2,3,3,"Q29,Q30",3,2,4,2,2,1,NA,4,2,2,2,NA,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,NA,1,2,2,2,5,3,3,3,NA,3,1,3,2,2,2,2,NA,1,2,1,0,0,0,NA,4,4,3,2,2,2,NA,3,1,3,2,2,2,1,54,4,3,14,4,3,1,1,4,1,17,1,1,4,9,1,93,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,31,4,Invasion of my privacy.,privacy,4,We do not need this,Coded_Medical_A,indeterminate unwilling,0.1606,0.196,9/23/17,9/23/17,22,1,8,1,1,4,"Q10,Q9",NA,1,1,1,1,2,1,3,3,2,1,1,1,2,3,2,3,1,NA,3,1,4,4,4,4,NA,4,4,2,4,NA,NA,2,1,3,3,1,2,2,2,4,4,4,4,4,1,4,3,4,4,1,4,4,NA,2,3,3,3,3,3,5,2,NA,3,1,2,1,1,2,3,NA,2,2,1,0,0,0,NA,4,4,2,5,2,5,NA,2,1,1,1,1,1,2,65,6,4,12,4,4,2,1,2,1,14,1,1,4,8,1,84,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
30,32,1,Our DNA is unique to each individual and is solid proff that someone is guilty or innocent.,trust,1,I'm always interested in research that can possibly improve our health and lifestyle.,Coded_Medical_A,value,2.123,1.3038,9/23/17,9/23/17,26,1,1,1,5,3,"Q10,Q9",NA,1,-1,1,2,2,-1,2,3,1,2,1,2,2,-1,2,3,1,NA,4,1,3,1,1,1,NA,2,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,NA,1,1,1,5,5,5,4,4,NA,4,1,3,2,2,3,2,NA,1,3,NA,NA,NA,NA,NA,4,2,4,3,1,2,NA,4,3,2,2,3,2,1,74,6,4,10,3,1,2,1,1,3,21,1,1,4,9,2,92,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1
31,33,4,an invasion of my person,privacy,4,"Not sure , don't see a need",Coded_Medical_A,indeterminate unwilling,0.1261,0.2157,9/23/17,9/23/17,33,1,1,1,5,4,NA,NA,1,1,1,2,2,2,3,3,1,1,1,2,2,2,3,3,1,NA,4,1,4,4,2,4,NA,2,2,1,4,NA,NA,1,1,1,2,1,1,1,1,2,3,2,2,3,3,2,2,2,2,2,1,2,NA,4,2,1,5,5,5,5,4,NA,3,2,1,1,1,4,4,NA,1,3,NA,NA,NA,NA,NA,4,2,5,2,1,2,NA,3,1,1,1,1,4,1,66,6,4,13,4,2,1,1,1,2,15,2,1,1,2,1,23,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
32,35,4,NA,"NA",4,NA,Coded_Medical_A,"NA",1.1396,0.6999,9/23/17,9/28/17,6904,1,1,1,5,5,NA,NA,1,1,1,1,2,3,2,3,1,1,1,1,2,3,2,3,1,NA,4,4,4,4,4,4,NA,3,2,2,4,NA,NA,2,2,2,2,2,3,1,3,2,3,3,3,4,1,3,3,3,4,3,3,3,NA,2,2,3,1,2,2,2,1,NA,3,1,3,3,1,3,3,NA,1,2,1,0,0,0,NA,1,1,4,4,2,4,NA,3,1,1,2,2,3,2,70,6,4,9,2,1,2,1,2,1,10,1,1,2,4,1,43,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
33,36,2,NA,"NA",2,NA,Coded_Medical_A,"NA",0.3524,1.131,9/23/17,9/23/17,43,1,1,1,5,5,"Q10,Q9",NA,1,1,1,2,2,2,2,3,1,1,1,2,3,2,3,3,1,"Q29,Q30",1,1,4,2,2,2,NA,3,1,1,2,NA,NA,2,1,1,1,1,2,2,2,2,2,3,2,2,2,3,2,3,3,2,2,3,NA,2,4,3,3,3,3,2,3,NA,2,1,2,1,1,3,2,NA,2,1,NA,NA,NA,NA,NA,3,2,3,4,4,4,NA,2,1,1,1,1,2,3,80,7,4,11,3,3,1,1,2,3,14,1,1,4,9,2,93,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
34,37,4,NA,"NA",4,NA,Coded_Medical_A,"NA",1.4084,0.865,9/23/17,9/23/17,13,1,1,1,5,5,"Q10,Q9",NA,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,3,3,"Q29,Q30",2,1,4,3,3,4,NA,4,3,3,4,NA,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,3,3,3,3,3,3,3,3,NA,3,3,2,3,2,4,2,NA,2,2,1,0,0,0,NA,3,3,3,3,3,3,NA,4,2,3,3,2,4,2,44,3,2,12,4,1,2,1,3,1,8,1,1,1,2,1,22,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35,38,1,Science,research,1,Swab,Coded_Medical_A,sampling,0.9986,0.6133,9/23/17,9/23/17,10,1,1,1,5,4,"Q10,Q9",NA,1,2,1,3,2,1,2,3,1,2,2,3,2,1,2,3,1,NA,4,4,4,2,3,1,NA,1,1,1,1,NA,NA,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,NA,2,1,1,2,4,1,1,3,NA,3,2,3,2,3,3,2,NA,1,2,1,0,0,0,NA,2,2,4,2,1,2,NA,3,2,2,2,2,3,2,85,7,4,12,4,1,2,1,1,1,16,2,0,1,1,1,12,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
36,39,2,why not,indeterminate willing,2,why not,Coded_Medical_A,indeterminate willing,1.6475,1.0118,9/23/17,9/23/17,9,1,1,1,5,5,"Q10,Q9",NA,1,1,1,2,1,2,2,3,1,1,1,2,2,2,2,2,3,NA,4,4,4,3,2,2,NA,4,2,2,2,NA,NA,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,3,3,3,3,3,3,3,3,NA,3,2,3,1,1,3,3,NA,1,2,1,0,0,0,NA,3,3,3,3,3,3,NA,3,2,1,1,1,2,1,52,4,3,9,2,1,1,1,2,1,13,1,0,3,5,1,54,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,40,3,When it comes to possible crimes and DNA it frightens me a little.,mistrust,2,"Because if my DNA can help to find a cure for a disease like cancer, I might be willing",Coded_Medical_A,medical cure,1.0916,0.6704,9/23/17,9/30/17,10532,1,1,1,5,4,"Q10,Q9",NA,1,1,1,2,1,1,2,3,1,2,1,2,1,1,2,3,1,"Q29,Q30",4,1,4,4,3,2,NA,2,2,2,3,NA,NA,2,2,1,2,1,2,2,2,2,4,4,4,4,3,2,2,2,2,2,3,4,NA,2,2,2,2,4,3,4,1,NA,3,1,1,3,2,3,2,NA,1,2,1,0,0,0,NA,3,4,4,2,2,4,NA,3,1,1,3,2,3,2,74,6,4,11,3,1,2,1,1,2,15,2,1,1,1,1,16,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
38,41,3,Don't trust the system.,mistrust,2,To further research into unknown medical conditions.,Coded_Medical_A,value,0.3501,0.5989,9/23/17,9/23/17,19,1,1,1,5,4,NA,NA,1,1,1,2,2,2,2,3,2,2,1,2,2,2,2,3,1,NA,3,2,4,2,1,2,NA,2,2,1,3,NA,NA,1,1,2,1,1,2,2,2,2,3,2,2,3,3,2,3,2,2,2,2,2,NA,2,2,1,3,4,3,4,4,NA,3,1,2,2,2,3,4,NA,1,3,NA,NA,NA,NA,NA,2,2,4,2,2,2,NA,3,1,3,2,2,3,1,66,6,4,10,3,2,2,1,1,3,6,3,1,2,3,2,33,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
39,42,1,Helps justice to be served,trust,4,Seems weird,Coded_Medical_A,indeterminate unwilling,1.2298,2.1035,9/23/17,9/28/17,6335,1,1,1,5,5,"Q10,Q9",NA,1,1,1,2,2,3,2,3,1,2,1,2,2,3,2,3,1,"Q29,Q30",1,4,4,2,2,4,NA,4,2,3,1,NA,NA,1,2,2,2,2,3,2,3,4,3,3,2,4,2,4,3,2,4,2,4,3,NA,3,3,2,3,3,3,3,3,NA,3,2,3,3,3,1,4,NA,3,1,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,4,3,3,2,2,2,3,37,3,2,10,3,2,2,1,2,2,8,5,0,3,5,2,56,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2
40,43,4,nothing. I have never had any criminal activity and don't plan on any,trust,2,give a sample as long as it is not stored with my identity,Coded_Medical_A,need more information,1.0834,0.6654,9/23/17,9/23/17,48,1,1,1,5,4,"Q10,Q9",NA,1,2,1,3,3,3,2,2,1,2,1,3,3,3,2,3,1,NA,3,3,4,3,2,2,NA,2,1,2,4,NA,NA,2,2,2,2,1,4,3,2,3,4,3,4,4,3,4,3,3,4,2,2,2,NA,3,3,2,3,3,4,2,2,NA,2,1,2,2,1,2,3,NA,2,1,NA,NA,NA,NA,NA,2,2,2,4,4,3,NA,2,1,2,2,2,3,2,74,6,4,10,3,1,1,1,2,4,5,1,1,4,9,1,91,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2
40,43,4,nothing. I have never had any criminal activity and don't plan on any,trust,2,give a sample as long as it is not stored with my identity,Coded_Medical_B,privacy,1.0834,0.6654,9/23/17,9/23/17,48,1,1,1,5,4,"Q10,Q9",NA,1,2,1,3,3,3,2,2,1,2,1,3,3,3,2,3,1,NA,3,3,4,3,2,2,NA,2,1,2,4,NA,NA,2,2,2,2,1,4,3,2,3,4,3,4,4,3,4,3,3,4,2,2,2,NA,3,3,2,3,3,4,2,2,NA,2,1,2,2,1,2,3,NA,2,1,NA,NA,NA,NA,NA,2,2,2,4,4,3,NA,2,1,2,2,2,3,2,74,6,4,10,3,1,1,1,2,4,5,1,1,4,9,1,91,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2
41,44,2,why not,indeterminate willing,2,make the bank bigger,Coded_Medical_A,sampling,0.2014,0.6463,9/23/17,9/23/17,9,1,1,1,5,5,"Q10,Q9",NA,2,1,1,2,2,2,3,3,2,1,1,3,2,2,3,3,1,"Q29,Q30",1,1,4,2,2,2,NA,2,2,2,2,NA,NA,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,NA,2,2,2,2,2,2,4,NA,2,1,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,2,2,2,2,2,2,2,44,3,2,13,4,3,2,1,5,1,3,1,1,4,9,1,91,0,0,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2
42,45,4,there is no guarantee that the information could not be used for other purposes or to manipulated to be used against me.,mistrust,4,too many unanswered questions about how this information will be used,Coded_Medical_A,need more information,0.9777,0.6004,9/23/17,9/23/17,23,1,1,1,5,3,"Q10,Q9",NA,1,1,1,2,2,3,3,3,1,1,1,2,2,3,3,3,1,NA,4,4,4,4,1,4,NA,2,1,1,4,NA,NA,1,2,3,3,1,3,2,1,2,3,4,4,4,3,3,2,4,3,3,3,3,NA,1,4,2,4,4,4,4,1,NA,3,1,2,2,1,3,2,NA,1,2,1,1,1,0,NA,2,2,4,1,1,4,NA,3,1,2,2,1,3,1,68,6,4,10,3,1,1,1,1,1,10,5,1,2,3,1,35,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2
43,46,4,NA,"NA",2,NA,Coded_Medical_A,"NA",1.2419,0.7627,9/23/17,9/23/17,16,1,1,1,5,5,"Q10,Q9",NA,1,1,1,2,2,1,3,2,1,2,2,3,3,3,3,3,1,NA,4,4,3,2,4,2,NA,4,3,3,4,NA,NA,1,2,2,3,2,2,3,2,3,4,4,4,4,4,3,3,3,2,3,1,1,NA,2,2,2,3,4,3,2,3,NA,2,1,1,1,1,2,3,NA,1,3,NA,NA,NA,NA,NA,5,3,2,2,2,2,NA,2,1,1,1,1,2,2,62,5,4,9,2,1,2,1,2,1,16,1,1,2,3,1,31,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
44,47,1,I think the science of DNA sampling is very interesting. And important.,interest,1,"I would be extremely interested to see what the DNA results would be like. I've often wondered what my ethnicity, and perhaps my origins would show. Oh yes, I would be very willing to give a sample.",Coded_Medical_A,interest,1.0468,0.6429,9/23/17,9/24/17,1173,1,1,1,5,5,NA,NA,2,2,1,2,2,3,2,3,1,2,1,3,2,3,2,3,1,"Q29,Q30",4,1,4,2,2,1,NA,3,1,1,1,NA,NA,2,2,1,1,1,4,1,1,1,4,2,3,1,1,4,1,2,1,1,4,4,NA,1,2,2,4,2,4,1,2,NA,3,1,3,2,2,3,2,NA,1,2,1,0,0,0,NA,1,3,2,4,1,2,NA,3,1,3,2,2,3,2,63,5,4,9,2,1,1,1,2,4,6,1,0,3,5,1,59,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
45,48,4,Invasion of privacy.,privacy,4,NA,Coded_Medical_A,"NA",2.0959,1.2872,9/24/17,9/24/17,26,1,1,1,5,5,"Q10,Q9",NA,1,3,1,1,3,3,3,3,3,3,1,1,3,3,3,3,3,NA,4,4,4,-1,4,4,NA,4,3,3,4,NA,NA,2,2,3,3,2,1,4,4,4,4,4,4,4,3,4,4,4,4,3,1,1,NA,3,3,3,3,3,3,3,3,NA,2,1,2,1,1,4,3,NA,2,1,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,2,1,1,1,1,2,2,30,2,2,9,2,1,1,0,1,1,15,5,1,3,5,1,54,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2
46,49,1,NA,"NA",2,NA,Coded_Medical_A,"NA",0.4414,0.5388,9/24/17,9/24/17,74,2,8,1,2,2,"Q10,Q9",NA,3,3,3,2,2,1,3,1,1,1,1,2,2,3,3,2,2,"Q29,Q30",3,1,2,2,1,2,NA,1,2,3,1,NA,NA,2,2,2,2,2,2,1,2,4,4,2,1,1,2,1,1,4,1,3,1,2,NA,3,5,5,4,2,2,2,3,NA,2,4,2,3,3,2,2,NA,1,2,0,1,1,0,NA,1,2,2,1,5,3,NA,3,2,3,3,2,3,2,35,3,2,10,3,4,1,0,4,2,3,4,1,4,9,2,93,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,-2
47,50,2,if it helps the justice.,justice,1,For the advancement in medical fields and to find cures for illnesses.,Coded_Medical_A,value,0.1613,0.5177,9/24/17,9/24/17,741,1,1,1,5,4,NA,NA,1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,3,1,"Q29,Q30",4,4,4,2,2,1,NA,2,1,1,2,NA,NA,2,2,2,2,1,2,2,1,2,2,3,2,2,2,4,4,3,4,1,2,2,NA,1,1,1,3,5,2,2,1,NA,4,3,2,3,2,4,5,NA,2,2,1,0,0,0,NA,1,5,1,2,1,2,NA,3,2,2,3,2,3,2,72,6,4,13,4,3,2,1,2,1,21,1,1,2,3,1,33,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
48,51,1,NA,"NA",1,To find out about dna,Coded_Medical_A,interest,0.4887,0.5965,9/24/17,9/24/17,13,1,2,1,1,2,"Q10,Q9",NA,3,3,2,3,3,3,2,3,3,3,2,1,2,3,2,3,1,NA,4,2,4,3,4,1,NA,3,1,1,1,NA,NA,2,1,1,1,1,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,NA,3,4,4,2,2,2,4,2,NA,2,1,2,1,1,2,3,NA,3,2,0,1,0,0,NA,4,4,3,3,4,3,NA,2,1,2,1,1,1,2,74,6,4,9,2,4,1,1,2,1,13,1,1,3,7,1,74,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
49,52,1,couldn't care less,indeterminate willing,1,NA,Coded_Medical_A,"NA",0.8449,0.5189,9/24/17,9/24/17,14,1,1,1,5,5,NA,NA,2,2,1,2,2,1,2,2,2,2,1,3,2,2,2,3,1,NA,4,2,4,4,1,1,NA,3,2,2,1,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,3,3,2,4,3,NA,3,3,3,3,3,3,3,3,NA,3,2,2,3,3,3,3,NA,2,-1,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,3,2,2,3,3,3,2,77,7,4,12,4,1,1,1,1,1,13,1,1,4,8,1,88,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
50,53,1,it will show i'm innocent vs letting jury say i'm innocent,interest,1,to help cure certain diseases,Coded_Medical_A,value,4.1377,2.5412,9/24/17,9/24/17,13,1,1,1,5,3,NA,NA,1,1,1,1,2,2,3,3,1,1,1,2,2,2,3,3,1,"Q29,Q30",2,3,2,1,1,1,NA,2,1,2,1,NA,NA,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,NA,2,2,1,2,4,4,2,1,NA,3,2,3,2,2,3,3,NA,2,2,1,1,0,0,NA,1,4,2,3,2,2,NA,3,2,3,2,2,2,1,28,2,1,9,2,1,1,1,3,1,13,6,1,3,5,1,56,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
51,54,3,I have not committed a crime. Mistakres happen and I would not want to be falsely incriminated.,mistrust,2,For research and hopefully the good of humanity.,Coded_Medical_A,value,0.971,0.5963,9/24/17,9/24/17,18,1,1,1,5,3,"Q10,Q9",NA,1,1,1,2,2,3,3,3,1,3,1,3,3,3,3,3,1,NA,1,1,2,2,2,2,NA,3,2,2,3,NA,NA,2,1,1,2,1,3,2,2,3,3,2,2,3,1,3,2,2,3,2,2,3,NA,3,2,2,3,4,3,4,4,NA,3,2,2,3,3,3,3,NA,2,2,1,0,0,0,NA,2,4,4,4,1,4,NA,3,2,2,3,3,3,2,61,5,4,10,3,1,1,1,1,1,7,5,1,1,1,1,14,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,1,-2
52,56,2,"Not really sure, I am not committing a crime nor willing to.",trust,2,Depending on what it was used for. I would be willing to do so for research as long as it wouldn't be connected to me or harm my career or family.,Coded_Medical_A,need more information,1.5252,0.9367,9/25/17,9/25/17,16,1,1,1,5,4,"Q10,Q9",NA,1,1,1,2,2,3,2,3,1,1,1,2,2,3,3,3,1,"Q29,Q30",1,1,4,2,2,2,NA,2,2,2,2,NA,NA,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,NA,2,2,3,3,3,3,4,3,NA,3,2,2,2,2,2,3,NA,1,2,1,0,0,0,NA,2,4,4,3,2,3,NA,3,2,2,2,2,3,1,34,2,2,12,4,1,2,1,5,1,16,1,1,3,7,1,74,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
52,56,2,"Not really sure, I am not committing a crime nor willing to.",trust,2,Depending on what it was used for. I would be willing to do so for research as long as it wouldn't be connected to me or harm my career or family.,Coded_Medical_B,privacy,1.5252,0.9367,9/25/17,9/25/17,16,1,1,1,5,4,"Q10,Q9",NA,1,1,1,2,2,3,2,3,1,1,1,2,2,3,3,3,1,"Q29,Q30",1,1,4,2,2,2,NA,2,2,2,2,NA,NA,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,NA,2,2,3,3,3,3,4,3,NA,3,2,2,2,2,2,3,NA,1,2,1,0,0,0,NA,2,4,4,3,2,3,NA,3,2,2,2,2,3,1,34,2,2,12,4,1,2,1,5,1,16,1,1,3,7,1,74,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
53,57,3,N/a,"NA",2,Curousity how something so simple can help scientist,Coded_Medical_A,interest,0.2734,0.4676,9/25/17,9/25/17,9,1,1,1,5,4,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,NA,4,4,3,3,2,2,NA,3,2,2,3,NA,NA,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,NA,3,3,3,3,3,3,3,3,NA,2,2,2,2,2,2,3,NA,2,2,1,0,0,0,NA,3,3,3,3,3,3,NA,2,2,2,2,2,2,2,45,4,3,10,3,2,2,1,1,1,8,5,1,2,4,1,43,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,4
